id,label,t,x
0,1,-40000000.0,0.1
0,1,-39997003.50175088,0.13589329174374193
0,1,-39994007.00350175,0.16771270428470486
0,1,-39991010.50525263,0.19138435841987236
0,1,-39988014.0070035,0.20291361913769568
0,1,-39985017.50875438,0.20141951966106936
0,1,-39982021.01050525,0.19008508304274388
0,1,-39979024.51225613,0.17236687811381143
0,1,-39976028.014007,0.15163788942574058
0,1,-39973031.51575788,0.13064616333074375
0,1,-39970035.01750875,0.11185680537218277
0,1,-39967038.51925963,0.0977706955217594
0,1,-39964042.0210105,0.09933955875404696
0,1,-39961045.52276138,0.14665828864202063
0,1,-39958049.02451225,0.27245724021581186
0,1,-39955052.52626313,0.5079865344808294
0,1,-39952056.028014004,0.8617028458840266
0,1,-39949059.52976488,1.324180688036019
0,1,-39946063.031515755,1.8855147659756495
0,1,-39943066.533266634,2.5488481426966905
0,1,-39940070.035017505,3.3709472503346114
0,1,-39937073.536768384,4.4223515873272286
0,1,-39934077.03851926,5.770868315140202
0,1,-39931080.540270135,7.37097216569649
0,1,-39928084.042021014,9.025662898422295
0,1,-39925087.543771885,10.527377604040797
0,1,-39922091.045522764,11.692497946205911
0,1,-39919094.547273636,12.521717424330404
0,1,-39916098.049024515,13.101303553161804
0,1,-39913101.55077539,13.517888646735978
0,1,-39910105.052526265,13.830733658147754
0,1,-39907108.55427714,14.035504244530552
0,1,-39904112.056028016,14.118855565142077
0,1,-39901115.55777889,14.069846336328977
0,1,-39898119.05952977,13.915914945420077
0,1,-39895122.56128064,13.715330722006989
0,1,-39892126.06303152,13.527234070283958
0,1,-39889129.56478239,13.39402765122227
0,1,-39886133.06653327,13.287443864082427
0,1,-39883136.56828414,13.160566642434635
0,1,-39880140.07003502,12.967997566256175
0,1,-39877143.57178589,12.730884354254867
0,1,-39874147.07353677,12.561456920675672
0,1,-39871150.57528764,12.578522184381413
0,1,-39868154.07703852,12.876332666703759
0,1,-39865157.5787894,13.35451908454413
0,1,-39862161.08054027,13.820057111191657
0,1,-39859164.58229115,14.079620755772787
0,1,-39856168.08404202,14.017248181676491
0,1,-39853171.5857929,13.70136297040445
0,1,-39850175.08754377,13.227270658790685
0,1,-39847178.58929465,12.691284329515828
0,1,-39844182.09104552,12.206408662155667
0,1,-39841185.5927964,11.899377550714737
0,1,-39838189.09454727,11.897332859707666
0,1,-39835192.59629815,12.286539878017088
0,1,-39832196.09804902,12.975941947251584
0,1,-39829199.5997999,13.826411079457346
0,1,-39826203.10155077,14.699906981926361
0,1,-39823206.60330165,15.508914458890809
0,1,-39820210.10505252,16.236739088917485
0,1,-39817213.6068034,16.87197981171954
0,1,-39814217.108554274,17.396859543001128
0,1,-39811220.61030515,17.74155190521862
0,1,-39808224.112056024,17.810824254699575
0,1,-39805227.6138069,17.50948314055591
0,1,-39802231.11555778,16.81284897336697
0,1,-39799234.617308654,15.868652465408788
0,1,-39796238.11905953,14.850485092151283
0,1,-39793241.620810404,13.925897118864244
0,1,-39790245.12256128,13.158549302933329
0,1,-39787248.624312155,12.524610097256108
0,1,-39784252.126063034,11.997516549549982
0,1,-39781255.627813905,11.557829928524935
0,1,-39778259.129564784,11.217864407981224
0,1,-39775262.631315656,10.998777300944157
0,1,-39772266.133066535,10.922299388229208
0,1,-39769269.63481741,11.038362358373334
0,1,-39766273.136568286,11.437381564680617
0,1,-39763276.63831916,12.212903112591183
0,1,-39760280.140070036,13.435570817634796
0,1,-39757283.64182091,14.983436887702402
0,1,-39754287.14357179,16.63817678458351
0,1,-39751290.64532266,18.180825103292868
0,1,-39748294.14707354,19.42179762788335
0,1,-39745297.64882441,20.245216351695216
0,1,-39742301.15057529,20.546575956627567
0,1,-39739304.65232617,20.228931656574765
0,1,-39736308.15407704,19.330375715519004
0,1,-39733311.65582792,18.00543740013004
0,1,-39730315.15757879,16.41246086898551
0,1,-39727318.65932967,14.746529544535916
0,1,-39724322.16108054,13.370974037469455
0,1,-39721325.66283142,12.697258485131744
0,1,-39718329.16458229,13.12963927416712
0,1,-39715332.66633317,14.695539194210454
0,1,-39712336.16808404,16.868328074043802
0,1,-39709339.66983492,19.077061109410153
0,1,-39706343.17158579,20.77233680935969
0,1,-39703346.67333667,21.591417342690693
0,1,-39700350.17508754,21.26732065862841
0,1,-39697353.67683842,19.534546064413217
0,1,-39694357.17858929,16.44296844823678
0,1,-39691360.68034017,12.85427015784762
0,1,-39688364.18209104,9.758968532902783
0,1,-39685367.68384192,8.10809503814954
0,1,-39682371.18559279,8.11978300303057
0,1,-39679374.68734367,9.365153407823962
0,1,-39676378.18909455,11.393102211843093
0,1,-39673381.69084542,13.740267487646264
0,1,-39670385.1925963,15.885607910953796
0,1,-39667388.69434717,17.29113210893485
0,1,-39664392.19609805,17.42928944608113
0,1,-39661395.69784892,16.352975343551222
0,1,-39658399.1995998,14.989206212146044
0,1,-39655402.701350674,14.337280493677689
0,1,-39652406.20310155,15.299886894884533
0,1,-39649409.704852425,17.917020110243772
0,1,-39646413.2066033,21.77505212861399
0,1,-39643416.708354175,26.455729917269966
0,1,-39640420.210105054,31.230243991946065
0,1,-39637423.711855926,34.549433105040734
0,1,-39634427.213606805,34.73024634919499
0,1,-39631430.715357676,30.22719874578364
0,1,-39628434.217108555,22.149858192869296
0,1,-39625437.71885943,14.007539299700577
0,1,-39622441.220610306,9.395897703645346
0,1,-39619444.72236118,10.915447181785654
0,1,-39616448.224112056,16.3550123014002
0,1,-39613451.725862935,22.051077981371375
0,1,-39610455.22761381,24.376768602387543
0,1,-39607458.729364686,21.893297127871932
0,1,-39604462.23111556,16.537135116316662
0,1,-39601465.732866436,10.533204644014972
0,1,-39598469.23461731,5.966239976575442
0,1,-39595472.73636819,3.6305313106013513
0,1,-39592476.23811906,3.624906698687839
0,1,-39589479.73986994,6.040791730894457
0,1,-39586483.24162081,10.551009036458451
0,1,-39583486.74337169,15.693525543855674
0,1,-39580490.24512256,19.815849115872375
0,1,-39577493.74687344,21.347729976437336
0,1,-39574497.24862431,20.370457127909713
0,1,-39571500.75037519,18.493582627248966
0,1,-39568504.25212606,17.384199226149278
0,1,-39565507.75387694,18.3025181196869
0,1,-39562511.25562781,20.487076863234876
0,1,-39559514.75737869,22.549699456382907
0,1,-39556518.25912956,23.11947818529547
0,1,-39553521.76088044,21.929527138906735
0,1,-39550525.26263131,20.457488896892848
0,1,-39547528.76438219,20.33503300250606
0,1,-39544532.26613307,22.939122148100935
0,1,-39541535.76788394,27.229189393877252
0,1,-39538539.26963482,30.829403996325603
0,1,-39535542.77138569,31.35150334455213
0,1,-39532546.27313657,27.63920050536869
0,1,-39529549.77488744,21.96438497854036
0,1,-39526553.27663832,17.190493901503146
0,1,-39523556.77838919,16.059087063403776
0,1,-39520560.28014007,18.763547923729977
0,1,-39517563.78189094,23.083182551283745
0,1,-39514567.28364182,26.702264028228395
0,1,-39511570.785392694,27.77450248618759
0,1,-39508574.28714357,26.85065844946734
0,1,-39505577.788894445,25.244602353887565
0,1,-39502581.29064532,24.258472981802825
0,1,-39499584.792396195,24.378951017406152
0,1,-39496588.294147074,24.77267602657736
0,1,-39493591.795897946,24.485918294565316
0,1,-39490595.297648825,22.70870466883553
0,1,-39487598.7993997,20.038324895791863
0,1,-39484602.301150575,17.868589820402583
0,1,-39481605.802901454,17.601675892700918
0,1,-39478609.304652326,19.985125132456574
0,1,-39475612.806403205,23.89654700898725
0,1,-39472616.30815408,27.881829975574615
0,1,-39469619.809904955,30.53968081569139
0,1,-39466623.31165583,31.61933989043068
0,1,-39463626.813406706,31.985959901908522
0,1,-39460630.31515758,32.550585608792765
0,1,-39457633.81690846,34.03108328448899
0,1,-39454637.31865933,36.13153644552205
0,1,-39451640.82041021,38.22461598570541
0,1,-39448644.32216108,39.68794899796778
0,1,-39445647.82391196,40.27222563356989
0,1,-39442651.32566283,40.346838573316525
0,1,-39439654.82741371,40.33942844927088
0,1,-39436658.32916458,40.63723690240035
0,1,-39433661.83091546,41.21951167006731
0,1,-39430665.33266633,41.82887065127058
0,1,-39427668.83441721,42.205117369109885
0,1,-39424672.33616808,42.194123576637715
0,1,-39421675.83791896,41.95280452669396
0,1,-39418679.33966984,41.69479688197918
0,1,-39415682.84142071,41.624211473638134
0,1,-39412686.34317159,41.72882067046377
0,1,-39409689.84492246,41.781578318175434
0,1,-39406693.34667334,41.546216423529856
0,1,-39403696.84842421,40.864000793537684
0,1,-39400700.35017509,39.99440920395936
0,1,-39397703.85192596,39.33729623672214
0,1,-39394707.35367684,39.290237955670335
0,1,-39391710.85542771,40.06518599661996
0,1,-39388714.35717859,41.55867989739089
0,1,-39385717.85892946,43.63661032793515
0,1,-39382721.36068034,46.15614812245238
0,1,-39379724.86243121,48.88358763125758
0,1,-39376728.36418209,51.53121877590007
0,1,-39373731.865932964,53.810695815135254
0,1,-39370735.36768384,55.55064601762434
0,1,-39367738.869434714,56.93188244421672
0,1,-39364742.37118559,58.201232498460946
0,1,-39361745.872936465,59.58749718640157
0,1,-39358749.374687344,60.89232991576587
0,1,-39355752.876438215,61.4831511883488
0,1,-39352756.378189094,60.70793792666237
0,1,-39349759.87993997,58.13078623863266
0,1,-39346763.381690845,54.514060867024014
0,1,-39343766.883441724,51.03306652919423
0,1,-39340770.385192595,48.855625070282514
0,1,-39337773.886943474,48.489019300865365
0,1,-39334777.388694346,49.29048318064995
0,1,-39331780.890445225,50.50194198690814
0,1,-39328784.3921961,51.417389939048554
0,1,-39325787.893946975,51.89098102008848
0,1,-39322791.39569785,52.11792175881318
0,1,-39319794.897448726,52.298218891980376
0,1,-39316798.3991996,52.56016581932186
0,1,-39313801.90095048,52.810350255503316
0,1,-39310805.40270135,52.91264800599885
0,1,-39307808.90445223,52.73801866865261
0,1,-39304812.4062031,52.3326926936302
0,1,-39301815.90795398,51.92531624199894
0,1,-39298819.40970485,51.753048954090325
0,1,-39295822.91145573,51.98564746213404
0,1,-39292826.4132066,52.4086879669935
0,1,-39289829.91495748,52.67183406584343
0,1,-39286833.41670836,52.42777396586445
0,1,-39283836.91845923,51.61771871393649
0,1,-39280840.42021011,50.69763940872276
0,1,-39277843.92196098,50.176747124250824
0,1,-39274847.42371186,50.505140953826704
0,1,-39271850.92546273,51.476269745884316
0,1,-39268854.42721361,52.473995693708034
0,1,-39265857.92896448,52.8760569169353
0,1,-39262861.43071536,52.32247560446602
0,1,-39259864.93246623,51.28595432147119
0,1,-39256868.43421711,50.404059163750155
0,1,-39253871.93596798,50.292926588056915
0,1,-39250875.43771886,51.014596072660865
0,1,-39247878.93946973,52.04070411289969
0,1,-39244882.44122061,52.8141871944934
0,1,-39241885.94297148,52.84849418934246
0,1,-39238889.44472236,52.07027316991196
0,1,-39235892.94647323,50.556221087390156
0,1,-39232896.44822411,48.385495978779176
0,1,-39229899.949974984,45.85813331148319
0,1,-39226903.45172586,43.67801501941848
0,1,-39223906.95347674,42.59209745497582
0,1,-39220910.45522761,43.26727238850791
0,1,-39217913.95697849,45.4517483523117
0,1,-39214917.458729364,48.30671527763536
0,1,-39211920.96048024,50.983903870673146
0,1,-39208924.462231115,52.9097225234252
0,1,-39205927.96398199,54.40614269685762
0,1,-39202931.465732865,55.977352599495504
0,1,-39199934.967483744,58.10877143422397
0,1,-39196938.469234616,60.77823445012951
0,1,-39193941.970985495,63.409863870330035
0,1,-39190945.472736366,65.39976520986599
0,1,-39187948.974487245,66.27698253240332
0,1,-39184952.47623812,66.37155441545313
0,1,-39181955.977988996,66.31206319622018
0,1,-39178959.47973987,66.72291446462653
0,1,-39175962.981490746,67.72880737680063
0,1,-39172966.48324162,68.5180552226775
0,1,-39169969.9849925,68.17600004636027
0,1,-39166973.48674337,65.89793250066725
0,1,-39163976.98849425,62.18269768967668
0,1,-39160980.490245126,58.38236465805141
0,1,-39157983.991996,55.863695849249716
0,1,-39154987.49374688,55.505689636069306
0,1,-39151990.99549775,56.5539782945248
0,1,-39148994.49724863,57.91268952437852
0,1,-39145997.9989995,58.5142477510725
0,1,-39143001.50075038,58.09217340215352
0,1,-39140005.00250125,57.274693882821275
0,1,-39137008.50425213,56.73712723052447
0,1,-39134012.006003,57.01530393500117
0,1,-39131015.50775388,57.78078630522983
0,1,-39128019.00950475,58.37454786762771
0,1,-39125022.51125563,58.14048014856025
0,1,-39122026.0130065,56.8392439721707
0,1,-39119029.51475738,55.03197261495162
0,1,-39116033.01650825,53.37053087861835
0,1,-39113036.51825913,52.46007300590674
0,1,-39110040.02001,52.3333235183344
0,1,-39107043.52176088,52.639230279299916
0,1,-39104047.02351175,53.01966718181162
0,1,-39101050.52526263,53.16032536667753
0,1,-39098054.02701351,52.8976092792274
0,1,-39095057.52876438,52.10030238980895
0,1,-39092061.03051526,50.646091387451506
0,1,-39089064.53226613,48.6767710674315
0,1,-39086068.03401701,46.636134273854005
0,1,-39083071.53576788,44.984497778219264
0,1,-39080075.03751876,44.10900701039837
0,1,-39077078.53926963,43.93053249948132
0,1,-39074082.04102051,44.18692480034076
0,1,-39071085.542771384,44.6163416055243
0,1,-39068089.04452226,45.051036810461255
0,1,-39065092.546273135,45.508519524451145
0,1,-39062096.04802401,46.02793751914813
0,1,-39059099.549774885,46.63468521957668
0,1,-39056103.051525764,47.179878778817866
0,1,-39053106.553276636,47.39496077977976
0,1,-39050110.055027515,47.00904023498802
0,1,-39047113.556778386,45.95455697209502
0,1,-39044117.058529265,44.882358743366126
0,1,-39041120.56028014,44.60187901229707
0,1,-39038124.062031016,45.89493575461913
0,1,-39035127.56378189,48.684139750098005
0,1,-39032131.06553277,51.88620219050691
0,1,-39029134.567283645,54.360651600695405
0,1,-39026138.06903452,55.150814810370406
0,1,-39023141.570785396,54.50474247166932
0,1,-39020145.07253627,53.15568043291372
