id,label,t,x1,x2
0,1,1100.0,0.04260068221230553,0.036148426998143995
0,1,1100.01,0.04029286213184285,0.038806818461974146
0,1,1100.02,0.037821243128326756,0.04129876551163055
0,1,1100.03,0.03519408337896613,0.04363526293602707
0,1,1100.04,0.03241490904134509,0.045803162577147206
0,1,1100.05,0.029506333561621013,0.04781694100038973
0,1,1100.06,0.026453664058153654,0.04961893676719554
0,1,1100.07,0.02333212732724432,0.05122735174289866
0,1,1100.08,0.02008291219085287,0.05264002609463545
0,1,1100.09,0.01675812675159767,0.053852523326173234
0,1,1100.1000000000001,0.013351965782971712,0.054864131406558415
0,1,1100.1100000000001,0.009902398521119612,0.05565461029708079
0,1,1100.1200000000001,0.006397827665635073,0.05622229265919777
0,1,1100.13,0.0028510975690985377,0.056565050247004194
0,1,1100.14,-0.0007154338309837106,0.056696142372399234
0,1,1100.15,-0.004279600370876824,0.056593886045704096
0,1,1100.16,-0.00782041134265915,0.0562832248738911
0,1,1100.17,-0.011336579825216634,0.05574416706039513
0,1,1100.18,-0.01483079622951708,0.05495580568392008
0,1,1100.19,-0.018259002467012595,0.05397389473401158
0,1,1100.2,-0.021634673174880454,0.05275837180902317
0,1,1100.21,-0.024922617854992384,0.05135408319691509
0,1,1100.22,-0.02812876116774895,0.04972911379260798
0,1,1100.23,-0.03121885823454695,0.047917499624544696
0,1,1100.24,-0.03420000279678215,0.04590617807066841
0,1,1100.25,-0.03704993968332025,0.043710657311135076
0,1,1100.26,-0.03977043434362086,0.041343477058862495
0,1,1100.27,-0.04232910523933387,0.038810376921735154
0,1,1100.28,-0.0447176882544905,0.0361089070280671
0,1,1100.29,-0.046947251332414314,0.033252650032058476
0,1,1100.3,-0.04898862463928767,0.03026975306665448
0,1,1100.31,-0.05084055533376272,0.027163652921336556
0,1,1100.32,-0.052494653931867405,0.02394480486863091
0,1,1100.33,-0.05395313629179626,0.02062634725907053
0,1,1100.34,-0.05521373998401647,0.01722774437936175
0,1,1100.3500000000001,-0.05624586231589428,0.013756313192738399
0,1,1100.3600000000001,-0.0570498105010799,0.010209445297579429
